province,cityname,record_date,high,low,weather,wd,ws
上海,上海,5/5/2022,26,17,晴,东南风,2
上海,上海,6/5/2022,29,16,多云,东南风,1
上海,上海,7/5/2022,27,17,多云,东北风,2
上海,上海,8/5/2022,22,13,晴,东北风,2
上海,上海,9/5/2022,22,17,多云,东北风,2
上海,上海,10/5/2022,21,17,多云,东南风,1
上海,上海,11/5/2022,23,18,多云,东北风,1
上海,上海,12/5/2022,20,16,小雨,东风,2
上海,上海,13/5/2022,21,13,多云,北风,3
上海,上海,14/5/2022,22,15,多云,东北风,1
上海,上海,15/5/2022,23,14,阴,西南风,2
上海,上海,16/5/2022,26,17,多云,南风,3
上海,上海,17/5/2022,28,17,多云,南风,2
上海,上海,18/5/2022,28,17,多云,东南风,1
上海,上海,19/5/2022,23,19,小雨,东南风,1
上海,上海,20/5/2022,23,18,多云,东风,3
上海,上海,21/5/2022,25,16,多云,南风,1
上海,上海,22/5/2022,31,18,晴,东南风,2
上海,上海,23/5/2022,26,20,多云,东南风,3
上海,上海,24/5/2022,22,17,多云,东南风,1
上海,上海,25/5/2022,25,19,多云,东南风,2
上海,上海,26/5/2022,24,19,多云,东南风,1
上海,上海,27/5/2022,28,21,多云,东南风,1
上海,上海,28/5/2022,24,19,多云,东南风,1
上海,上海,29/5/2022,25,20,多云,西南风,1
上海,上海,30/5/2022,30,19,多云,东北风,3
上海,上海,31/5/2022,29,20,多云,东南风,2
上海,上海,1/4/2022,9,-2,晴,西南风,1
上海,上海,2/4/2022,15,8,多云,东北风,1
上海,上海,3/4/2022,17,8,晴,东风,1
上海,上海,4/4/2022,19,9,多云,东南风,3
上海,上海,5/4/2022,14,11,多云,南风,2
上海,上海,6/4/2022,23,10,多云,南风,2
上海,上海,7/4/2022,26,13,多云,东南风,1
上海,上海,8/4/2022,22,14,多云,西风,2
上海,上海,9/4/2022,27,14,多云,东南风,1
上海,上海,10/4/2022,27,15,多云,东南风,3
上海,上海,11/4/2022,32,17,多云,东南风,1
上海,上海,12/4/2022,30,17,多云,东南风,2
上海,上海,13/4/2022,15,13,小雨到中雨,北风,2
上海,上海,14/4/2022,16,13,多云,北风,1
上海,上海,15/4/2022,17,12,多云,北风,1
上海,上海,16/4/2022,14,9,多云,东风,2
上海,上海,17/4/2022,20,13,多云,东南风,1
上海,上海,18/4/2022,19,13,多云,东南风,1
上海,上海,19/4/2022,23,13,晴,南风,1
上海,上海,20/4/2022,25,14,多云,东南风,2
上海,上海,21/4/2022,25,17,晴,东南风,1
上海,上海,22/4/2022,27,19,阴,西南风,1
上海,上海,23/4/2022,20,16,多云,东风,1
上海,上海,24/4/2022,24,17,多云,东南风,2
上海,上海,25/4/2022,27,20,多云,西南风,3
上海,上海,26/4/2022,30,15,多云,东风,2
上海,上海,27/4/2022,21,15,多云,东北风,2
上海,上海,28/4/2022,20,13,小雨到中雨,东风,2
上海,上海,29/4/2022,19,11,多云,西南风,2
上海,上海,30/4/2022,16,12,多云,北风,2
上海,上海,1/3/2022,16,7,阴,北风,1
上海,上海,2/3/2022,18,8,多云,东南风,1
上海,上海,3/3/2022,17,11,多云,东南风,3
上海,上海,4/3/2022,13,8,晴,西南风,2
上海,上海,5/3/2022,14,5,多云,东北风,2
上海,上海,6/3/2022,13,6,阴,东风,1
上海,上海,7/3/2022,19,7,晴,西南风,2
上海,上海,8/3/2022,22,12,晴,西北风,1
上海,上海,9/3/2022,20,11,晴,东南风,1
上海,上海,10/3/2022,24,14,多云,西北风,1
上海,上海,11/3/2022,25,13,晴,东南风,2
上海,上海,12/3/2022,25,16,多云,南风,1
上海,上海,13/3/2022,14,4,多云,西南风,2
上海,上海,14/3/2022,29,13,多云,北风,1
上海,上海,15/3/2022,22,12,晴,东南风,1
上海,上海,16/3/2022,27,16,多云,东南风,1
上海,上海,17/3/2022,17,9,多云,西北风,2
上海,上海,18/3/2022,10,7,阴,西南风,1
上海,上海,19/3/2022,13,7,多云,东北风,1
上海,上海,20/3/2022,9,7,小雨到中雨,东风,2
上海,上海,21/3/2022,10,7,小雨到大雨,东北风,2
上海,上海,22/3/2022,11,7,多云,北风,1
上海,上海,23/3/2022,9,-2,多云,西南风,2
上海,上海,24/3/2022,18,10,多云,东南风,1
上海,上海,25/3/2022,18,12,多云,西风,3
上海,上海,26/3/2022,17,10,多云,西北风,1
上海,上海,27/3/2022,18,8,多云,东北风,2
上海,上海,28/3/2022,13,7,晴,东风,1
上海,上海,29/3/2022,19,11,多云,东南风,2
上海,上海,30/3/2022,23,11,多云,北风,2
上海,上海,31/3/2022,13,8,多云,北风,1
上海,上海,1/2/2022,8,3,多云,东北风,1
上海,上海,2/2/2022,6,2,多云,东北风,1
上海,上海,3/2/2022,6,2,阴,北风,2
上海,上海,4/2/2022,8,1,晴,东北风,2
上海,上海,5/2/2022,7,0,晴,东北风,2
上海,上海,6/2/2022,6,3,多云,东风,1
上海,上海,7/2/2022,4,3,中雨,东北风,1
上海,上海,8/2/2022,7,3,多云,北风,1
上海,上海,9/2/2022,7,3,小雨,东北风,2
上海,上海,10/2/2022,9,4,多云,东风,2
上海,上海,11/2/2022,8,5,小雨,东风,1
上海,上海,12/2/2022,9,6,多云,东北风,2
上海,上海,13/2/2022,7,3,小雨,西北风,3
上海,上海,14/2/2022,11,4,多云,东北风,1
上海,上海,15/2/2022,7,3,多云,东北风,2
上海,上海,16/2/2022,8,3,多云,东北风,2
上海,上海,17/2/2022,5,3,多云,东北风,2
上海,上海,18/2/2022,7,3,小雨,东北风,1
上海,上海,19/2/2022,6,0,多云,北风,1
上海,上海,20/2/2022,4,0,多云,北风,2
上海,上海,21/2/2022,9,2,多云,东北风,1
上海,上海,22/2/2022,8,3,阴,东北风,2
上海,上海,23/2/2022,8,1,阴,北风,1
上海,上海,24/2/2022,9,2,多云,东南风,1
上海,上海,25/2/2022,12,5,多云,东南风,1
上海,上海,26/2/2022,17,6,多云,西风,2
上海,上海,27/2/2022,15,8,多云,东南风,2
上海,上海,28/2/2022,21,11,阴,南风,1
上海,上海,1/1/2022,0,-9,多云,西风,2
上海,上海,2/1/2022,8,-4,多云,西风,3
上海,上海,3/1/2022,13,6,晴,东南风,2
上海,上海,4/1/2022,13,9,多云,东北风,1
上海,上海,5/1/2022,11,6,多云,东风,1
上海,上海,6/1/2022,8,5,多云,北风,2
上海,上海,7/1/2022,11,3,多云,东北风,1
上海,上海,8/1/2022,8,5,多云,东北风,1
上海,上海,9/1/2022,7,3,多云,西风,1
上海,上海,10/1/2022,8,2,阴,西北风,1
上海,上海,11/1/2022,6,1,晴,东风,1
上海,上海,12/1/2022,7,0,晴,西风,2
上海,上海,13/1/2022,6,-2,晴,东北风,1
上海,上海,14/1/2022,7,4,阴,南风,2
上海,上海,15/1/2022,11,2,多云,西风,1
上海,上海,16/1/2022,10,6,多云,东北风,1
上海,上海,17/1/2022,11,6,多云,东风,1
上海,上海,18/1/2022,11,4,晴,东北风,1
上海,上海,19/1/2022,8,4,多云,东北风,1
上海,上海,20/1/2022,8,3,多云,东风,2
上海,上海,21/1/2022,10,6,多云,东风,1
上海,上海,22/1/2022,-1,-2,阴,东北风,2
上海,上海,23/1/2022,8,6,多云,东北风,2
上海,上海,24/1/2022,9,5,多云,北风,1
上海,上海,25/1/2022,7,5,小雨,北风,1
上海,上海,26/1/2022,7,5,小雨,东北风,2
上海,上海,27/1/2022,6,4,多云,北风,2
上海,上海,28/1/2022,5,3,小雪,北风,1
上海,上海,29/1/2022,6,3,小雪,北风,1
上海,上海,30/1/2022,9,0,晴,北风,2
上海,上海,31/1/2022,8,2,多云,西南风,2
上海,上海,1/12/2021,9,3,多云,北风,1
上海,上海,2/12/2021,11,3,晴,西风,4
上海,上海,3/12/2021,15,1,晴,西风,4
上海,上海,4/12/2021,14,5,多云,东南风,2
上海,上海,5/12/2021,15,9,多云,西风,0
上海,上海,6/12/2021,15,3,多云,东风,3
上海,上海,7/12/2021,9,1,多云,北风,2
上海,上海,8/12/2021,15,11,多云,东北风,1
上海,上海,9/12/2021,12,1,晴,西风,3
上海,上海,10/12/2021,16,6,晴,东北风,2
上海,上海,11/12/2021,16,10,多云,东风,1
上海,上海,12/12/2021,11,5,多云,东风,1
上海,上海,13/12/2021,10,5,晴,北风,0
上海,上海,14/12/2021,13,4,晴,北风,0
上海,上海,15/12/2021,14,12,小雨,东风,1
上海,上海,16/12/2021,12,6,小雨,西北风,2
上海,上海,17/12/2021,3,-2,多云,西风,3
上海,上海,18/12/2021,7,1,晴,西风,1
上海,上海,19/12/2021,9,4,多云,南风,2
上海,上海,20/12/2021,14,7,晴,西南风,2
上海,上海,21/12/2021,15,7,晴,东北风,2
上海,上海,22/12/2021,15,5,晴,东北风,2
上海,上海,23/12/2021,15,10,晴,东北风,1
上海,上海,24/12/2021,14,2,多云,东北风,2
上海,上海,25/12/2021,4,-1,多云,西北风,2
上海,上海,26/12/2021,2,-2,晴,西北风,1
上海,上海,27/12/2021,3,-1,多云,东北风,0
上海,上海,28/12/2021,6,1,多云,东北风,0
上海,上海,29/12/2021,10,1,晴,西南风,1
上海,上海,30/12/2021,9,0,晴,北风,2
上海,上海,31/12/2021,9,4,晴,东风,1
上海,上海,1/11/2021,23,14,多云,东北风,1
上海,上海,2/11/2021,21,12,多云,东风,1
上海,上海,3/11/2021,21,15,晴,东南风,2
上海,上海,4/11/2021,21,17,多云,东南风,2
上海,上海,5/11/2021,19,18,小雨到中雨,东风,2
上海,上海,6/11/2021,20,17,多云,东风,0
上海,上海,7/11/2021,22,5,多云,西北风,2
上海,上海,8/11/2021,9,3,多云,西南风,1
上海,上海,9/11/2021,12,7,多云,西南风,1
上海,上海,10/11/2021,15,8,晴,西北风,3
上海,上海,11/11/2021,15,9,多云,东风,0
上海,上海,12/11/2021,16,9,多云,南风,2
上海,上海,13/11/2021,19,8,晴,南风,1
上海,上海,14/11/2021,21,8,晴,南风,2
上海,上海,15/11/2021,19,12,多云,东南风,2
上海,上海,16/11/2021,19,12,晴,东风,2
上海,上海,17/11/2021,18,13,多云,东北风,1
上海,上海,18/11/2021,20,11,晴,东风,2
上海,上海,19/11/2021,20,10,多云,东风,1
上海,上海,20/11/2021,20,13,多云,东北风,1
上海,上海,21/11/2021,20,8,小雨,西北风,2
上海,上海,22/11/2021,11,1,多云,西北风,1
上海,上海,23/11/2021,9,1,晴,南风,1
上海,上海,24/11/2021,14,8,多云,南风,2
上海,上海,25/11/2021,17,8,晴,西风,1
上海,上海,26/11/2021,18,7,晴,北风,1
上海,上海,27/11/2021,16,12,晴,西风,0
